Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,Department of Education and Training,DET,3246,Workplace Management System,Education,Human Capital / Workforce Management,"This project will explore the procurement and implementation of a new cloud-based service technology platform to facilitate real-time desk booking, space utilisation, workforce planning, and reporting across all department-owned and leased sites",Delivery,Efficiency/Productivity (Non Financial),,Agile,06-07-21,30-04-22,,02-05-22,"$153,088",,02-05-22,,31-03-23,,"$3,623,757","$3,748,865",,,,Green,Green,The project is tracking well against scope budget and schedule. Procurement for the wire-up services identifying workstation ports being used at each site nears completion. The sourcing document is scheduled to be approved by mid-October 2022 by the Procurement Manager and Project Sponsor. The project team has performed a series of planning meetings with the vendor (Serraview) and the IMTD technical teams. These meetings were originally scheduled to deliver the final version in Sept but due to delay of feedback from IMTD Technical teams the final version is pushed to mid-October 2022. This will not impact on overall schedule..
Q1 22-23,Department of Justice and Community Safety,DJCS,3248,VicEmergency Uplift,Emergencies and Safety,Communication,The VicEmergency website & mobile app require upgrades and new apps to ensure alignment with key IGEM and Royal Commission recommendations.,Delivery,Risk Reduction (Non Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),13-11-20,02-01-21,,02-03-21,"$700,000","$267,000",01-07-21,,30-06-22,30-06-23,"$2,500,000",,Green,Green,Green,Green,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,WorkSafe Victoria,WorkSafe,3250,Claims and Recovery Strategy - Early Online Lodgement (EOL),Government and Economy,Financial Management,Early Online Lodgement will deliver a digital claim form for workers and employers to submit and track claims via myWorkSafe. Using a phased and scaled rollout with �test and learn� approach and expanding as solution matures and demand grows.,Delivery,"Cost Reduction (Financial), Customer Satisfaction (Non Financial), Risk Reduction (Non Financial)",,PMBoK,01-07-21,30-09-21,,30-09-21,"$1,078,069",,01-10-21,,30-06-22,31-12-22,"$7,028,815","$10,493,480",,Green,Green,Green,Green,On Track
Q1 22-23,WorkSafe Victoria,WorkSafe,3251,Claims and Recovery Strategy - Digitisation of the Claim Form & Medical Certificate (DCFMC),Government and Economy,Financial Management,DCFMC will deliver the digital registration of paper submitted injury claims  and documents using OCR technology and integration ingesting directly into WorkSafe's systems reducing administrative overhead associated with manual data entry.,Closed - Completed,Cost Avoidance (Financial),29-07-22,PMBoK,01-07-21,30-09-21,,30-09-21,"$345,138",,01-10-21,,30-06-22,29-07-22,"$2,015,981",,,Green,Green,Green,Green,Formal project closure governance has been completed.
Q1 22-23,Fire Rescue Victoria,FRV,3254,FRV Operational Station Connectivity,Emergencies and Safety,Assets/Materials Management,The implementation of the FRV network and FRV Station Turn Out systems across ex CFA stations.,Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,FRV Project Management Framework (PMF),01-09-20,23-03-21,,23-03-21,$0,,25-03-21,,30-06-23,,"$16,689,890","$18,418,852",Green,Green,Green,Green,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Department of Premier and Cabinet,DPC,3255,Scaling Single Digital Presence (SDP) - Phase Two,Government and Economy,Content Management,"Built for government by government SDP offers a common platform for Victorian government content publishing.

SDP enables government to consolidate its disparate array of websites to a single platform.",Delivery,"Cost Reduction (Financial), Customer Satisfaction (Non Financial)",,Agile,01-07-21,01-07-21,,01-07-21,$0,,01-07-21,,30-06-23,,"$29,196,000",,Green,Green,Green,Green,Green,Increasing recruitment and procurement to address the backlog.
Q1 22-23,CenITex,CenITex,3256,IPS Uplift,Government and Economy,Security Management,To uplift the Intrusion Protection System (IPS) of the  Cenitex security services to meet current data throughput and also allow for growth in traffic for coming years.,Delivery,"Customer Satisfaction (Non Financial), Eco Improvement (Non Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Increased Revenue (Financial)",,PRINCE2,15-07-21,31-12-21,15-07-21,15-07-21,$0,,15-07-21,,31-12-21,30-12-22,"$1,478,085","$1,746,949",Amber,Amber,Green,Green,Amber,"The IPS equipment has been procured.  Implementation timeframes are being planned with customers.

The project was planned to be completed in early Q2-FY22/23.  However, due to customer competing priorities leading up to the state election, the customers are unable to support the original dates.  The project status is Amber because replanning is underway and a variation is in progress."
Q1 22-23,Department of Justice and Community Safety,DJCS,3258,Distracted Driver Camera Project,Law and Justice,Development and Integration,Procurement and implementation of new road safety cameras capable of automatically detecting mobile phone and seatbelt offences.,Delivery,"Customer Satisfaction (Non Financial), Increased Revenue (Financial), Risk Reduction (Non Financial), Social Improvement (Non Financial)",,Project Management Excellence,01-07-21,31-03-22,23-05-22,23-05-22,"$2,000,000","$1,966,138",23-05-22,,30-06-23,,"$8,987,738","$8,990,232",,,,Green,Amber,"The project is tracking well against scope and budget, but system interfaces with existing third party government systems will take longer than expected to implement. New cameras are still anticipated to go live in early 2023 in line with previous Victorian Government announcements."
Q1 22-23,Department of Health,DH,3261,LISConnect Project - Pathology Health Information Exchange (HIE),Health,"Data Management,Development and Integration","Delivery of a Health Information Exchange (HIE) for the sharing of pathology results within three pathology networks that are being established as part of the LISConnect Pathology Reform program, enabling the efficient sharing of clinical information",Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,PRINCE2,01-06-21,30-06-21,,30-06-21,$0,,01-07-21,,30-06-25,,$0,"$16,600,000",Green,Green,Green,Green,Amber,Project is Amber due to delays in finalising contract negotiations with the preferred Health Information Exchange vendor. Project plan will be rebaselined once contract has been established.
Q1 22-23,Southern Metropolitan Cemeteries Trust,SMCT,3266,Next Gen Business System Program,Health,"Customer Relationship Management,Financial Management","The Next Gen Business System Program will replace existing legacy systems with modern CRM and ERP platforms to fully integrate business processes and data across the enterprise,
customers, and partners.",Delivery,"Efficiency/Productivity (Non Financial), Increased Revenue (Financial), Risk Reduction (Non Financial)",,Hybrid - Waterfall and Agile,26-07-21,28-02-22,30-04-22,30-04-22,$0,"$1,500,000",01-08-22,,24-11-23,,"$7,700,000",,,,,,Green,"The overall project status is green.  The Discovery phase commenced as planned on 1 August, kicking off work on both the initial solution blueprint and the master project plan for the Build phase. Discovery is on track for scheduled completion on 14 October."
Q1 22-23,South East Water,SE Water,3267,OpenText Content Server Upgrade,Environment and Water,Content Management,"The content server produce, opentext, requires an upgrade to a current version to ensure it is within support parameters.",Delivery,Risk Reduction (Non Financial),,Waterfall,13-07-20,02-08-21,,04-08-21,"$60,000",,04-08-21,,22-04-22,30-12-22,"$1,163,487",,Green,Green,Green,Amber,Green,The project has removed a number of issues and risk and is preparing to go live on the 5th November.
Q1 22-23,Ambulance Victoria,AVS,3269,Infrastructure Cloud & Financial Analytics (ICFA),Health,"Analyses and Statistics ,Business Intelligence,Financial Management,Knowledge Discovery ,Reporting",Transition AV Financial Reporting and Analytics system to Cloud service enabling AV to mitigate the current technology risks associated with operating an out of support system while also providing additional functionality for financial reporting.,Delivery,"Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,Hybrid - Waterfall and Agile,01-07-21,31-12-21,,31-12-21,"$213,850","$68,606",01-01-22,,31-12-22,,"$2,174,650","$2,569,894",,,Green,Green,Amber,The project is now reporting as overall Amber status due to User Acceptance Testing delay and the potential for further delays due to defects testing.
Q1 22-23,Melbourne Water,MELB Water,3270,Audio Visual Remediation,Environment and Water,Collaboration,Melbourne Water has a requirement to update Audio-Visual solutions in meeting rooms across multiple sites in Victoria that will provide a consistent experience for all users and allow for enhanced collaboration.,Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial)",,PMBoK,08-07-21,03-12-21,20-01-22,20-01-22,$0,,20-01-22,,10-01-23,02-05-24,"$2,424,764",,,,Green,Amber,Amber,Procurement phase has been re-opened following the decision from the IT Prioritisation Review to proceed with Phase 1 of the AV Solution Project this FY - this includes the Concept Floor Terrace and completing the remaining 4 x proof of concept rooms. New design and pricing for Phase 1 has been shared by the vendor for review and assessment by the project team.  A Change request to be submitted to re-align dates as work has been pushed out to 2024 for completion.
Q1 22-23,Melbourne Water,MELB Water,3272,Cyber Security Uplift Program 2021,Environment and Water,Security Management,"Program of works to uplift the capability in Melbourne Waters cyber security protection. With items around Endpoint protection, documentation uplift and proactive security alert remediation.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-21,30-11-21,29-08-22,,$0,,,,,,,,,,,,,Ongoing review of financials inline with IT Prioritisation Review. BCA to be re-submitted once approval from CFO has been received.
